usage_id,account_id,month,api_calls,active_users,mom_growth_pct
USG-001005,ACC-00168,2026-06-01,195980,44,-2
USG-001006,ACC-00168,2026-07-01,192060,44,-2
USG-001007,ACC-00168,2026-08-01,193980,42,1
USG-001008,ACC-00168,2026-09-01,186220,41,-4
USG-001009,ACC-00169,2026-04-01,990000,85,-1
USG-001010,ACC-00169,2026-05-01,1009800,87,2
USG-001011,ACC-00169,2026-06-01,1040094,89,3
USG-001012,ACC-00169,2026-07-01,1029693,89,-1
USG-001013,ACC-00169,2026-08-01,1081177,95,5
USG-001014,ACC-00169,2026-09-01,1156859,100,7
USG-001015,ACC-00170,2026-04-01,14880000,81,24
USG-001016,ACC-00170,2026-05-01,18451200,81,24
USG-001017,ACC-00170,2026-06-01,22879488,80,24
USG-001018,ACC-00170,2026-07-01,28599360,80,25
USG-001019,ACC-00170,2026-08-01,36321187,79,27
USG-001020,ACC-00170,2026-09-01,46127907,78,27
USG-001021,ACC-00171,2026-04-01,48000,146,-4
USG-001022,ACC-00171,2026-05-01,47520,146,-1
USG-001023,ACC-00171,2026-06-01,43718,145,-8
USG-001024,ACC-00171,2026-07-01,41532,146,-5
USG-001025,ACC-00171,2026-08-01,38209,145,-8
USG-001026,ACC-00171,2026-09-01,34770,149,-9
USG-001027,ACC-00172,2026-04-01,1010000,100,1
USG-001028,ACC-00172,2026-05-01,1010000,99,0
USG-001029,ACC-00172,2026-06-01,1030200,103,2
USG-001030,ACC-00172,2026-07-01,1081710,103,5
USG-001031,ACC-00172,2026-08-01,1081710,107,0
USG-001032,ACC-00172,2026-09-01,1146612,108,6
USG-001033,ACC-00173,2026-04-01,12120000,96,1
USG-001034,ACC-00173,2026-05-01,11998800,99,-1
USG-001035,ACC-00173,2026-06-01,12118788,105,1
USG-001036,ACC-00173,2026-07-01,12482351,103,3
USG-001037,ACC-00173,2026-08-01,12731998,107,2
USG-001038,ACC-00173,2026-09-01,13241277,113,4
USG-001039,ACC-00174,2026-04-01,51000,40,2
USG-001040,ACC-00174,2026-05-01,49470,40,-3
USG-001041,ACC-00174,2026-06-01,47985,44,-3
USG-001042,ACC-00174,2026-07-01,48464,44,1
USG-001043,ACC-00174,2026-08-01,49433,43,2
USG-001044,ACC-00174,2026-09-01,50421,44,2
USG-001045,ACC-00175,2026-04-01,4160000,87,4
USG-001046,ACC-00175,2026-05-01,4160000,90,0
USG-001047,ACC-00175,2026-06-01,4035200,89,-3
USG-001048,ACC-00175,2026-07-01,3873792,95,-4
USG-001049,ACC-00175,2026-08-01,3951267,93,2
USG-001050,ACC-00175,2026-09-01,4069805,93,3
USG-001051,ACC-00176,2026-04-01,56499,9,13
USG-001052,ACC-00176,2026-05-01,64973,11,15
USG-001053,ACC-00176,2026-06-01,73419,12,13
USG-001054,ACC-00176,2026-07-01,81495,12,11
USG-001055,ACC-00176,2026-08-01,92089,10,13
USG-001056,ACC-00176,2026-09-01,103139,12,12
USG-001057,ACC-00177,2026-04-01,198000,89,-1
USG-001058,ACC-00177,2026-05-01,198000,90,0
USG-001059,ACC-00177,2026-06-01,201960,89,2
USG-001060,ACC-00177,2026-07-01,201960,95,0
USG-001061,ACC-00177,2026-08-01,201960,96,0
USG-001062,ACC-00177,2026-09-01,205999,93,2
USG-001063,ACC-00178,2026-04-01,13320000,115,11
USG-001064,ACC-00178,2026-05-01,14385600,119,8
USG-001065,ACC-00178,2026-06-01,15248736,121,6
USG-001066,ACC-00178,2026-07-01,16468634,120,8
USG-001067,ACC-00178,2026-08-01,17456752,118,6
USG-001068,ACC-00178,2026-09-01,19551562,123,12
USG-001069,ACC-00179,2026-04-01,252000,73,26
USG-001070,ACC-00179,2026-05-01,307440,79,22
USG-001071,ACC-00179,2026-06-01,378151,76,23
USG-001072,ACC-00179,2026-07-01,472688,81,25
USG-001073,ACC-00179,2026-08-01,605040,85,28
USG-001074,ACC-00179,2026-09-01,732098,88,21
USG-001075,ACC-00180,2026-04-01,5760000,100,44
USG-001076,ACC-00180,2026-05-01,8294400,99,44
USG-001077,ACC-00180,2026-06-01,12358656,102,49
USG-001078,ACC-00180,2026-07-01,18043637,100,46
USG-001079,ACC-00180,2026-08-01,26343710,106,46
USG-001080,ACC-00180,2026-09-01,37144631,105,41
USG-001081,ACC-00181,2026-04-01,1290000,123,29
USG-001082,ACC-00181,2026-05-01,1638300,124,27
USG-001083,ACC-00181,2026-06-01,1982343,129,21
USG-001084,ACC-00181,2026-07-01,2497752,134,26
USG-001085,ACC-00181,2026-08-01,3147167,139,26
USG-001086,ACC-00181,2026-09-01,4059845,139,29
USG-001087,ACC-00182,2026-04-01,17520000,49,46
USG-001088,ACC-00182,2026-05-01,25929600,48,48
USG-001089,ACC-00182,2026-06-01,38116512,47,47
USG-001090,ACC-00182,2026-07-01,53744281,52,41
USG-001091,ACC-00182,2026-08-01,77929207,55,45
USG-001092,ACC-00182,2026-09-01,115335226,54,48
USG-001093,ACC-00183,2026-04-01,12360000,46,3
USG-001094,ACC-00183,2026-05-01,12854400,48,4
USG-001095,ACC-00183,2026-06-01,12854400,54,0
USG-001096,ACC-00183,2026-07-01,13497120,53,5
USG-001097,ACC-00183,2026-08-01,14441918,52,7
USG-001098,ACC-00183,2026-09-01,14586337,51,1
USG-001099,ACC-00184,2026-04-01,1420000,10,42
USG-001100,ACC-00184,2026-05-01,2030600,12,43
USG-001101,ACC-00184,2026-06-01,2984982,11,47
USG-001102,ACC-00184,2026-07-01,4328223,15,45
USG-001103,ACC-00184,2026-08-01,6189358,20,43
USG-001104,ACC-00184,2026-09-01,9098356,20,47
USG-001105,ACC-00185,2026-04-01,11520000,65,-4
USG-001106,ACC-00185,2026-05-01,11289600,64,-2
USG-001107,ACC-00185,2026-06-01,11176704,65,-1
USG-001108,ACC-00185,2026-07-01,10841402,66,-3
USG-001109,ACC-00185,2026-08-01,10624573,72,-2
USG-001110,ACC-00185,2026-09-01,10199590,69,-4
USG-001111,ACC-00186,2026-04-01,12720000,113,6
USG-001112,ACC-00186,2026-05-01,13228800,112,4
USG-001113,ACC-00186,2026-06-01,14551680,115,10
USG-001114,ACC-00186,2026-07-01,15133747,116,4
USG-001115,ACC-00186,2026-08-01,16495784,113,9
USG-001116,ACC-00186,2026-09-01,17980404,116,9
USG-001117,ACC-00187,2026-04-01,196000,51,-2
USG-001118,ACC-00187,2026-05-01,178360,48,-9
USG-001119,ACC-00187,2026-06-01,167658,54,-6
USG-001120,ACC-00187,2026-07-01,154245,51,-8
USG-001121,ACC-00187,2026-08-01,141905,57,-8
USG-001122,ACC-00187,2026-09-01,133390,57,-6
USG-001123,ACC-00188,2026-04-01,1130000,53,13
USG-001124,ACC-00188,2026-05-01,1276899,54,13
USG-001125,ACC-00188,2026-06-01,1506740,52,18
USG-001126,ACC-00188,2026-07-01,1687548,58,12
USG-001127,ACC-00188,2026-08-01,1923804,61,14
USG-001128,ACC-00188,2026-09-01,2135422,58,11
USG-001129,ACC-00189,2026-04-01,4520000,12,13
USG-001130,ACC-00189,2026-05-01,5333600,9,18
USG-001131,ACC-00189,2026-06-01,6186976,12,16
USG-001132,ACC-00189,2026-07-01,7115022,15,15
USG-001133,ACC-00189,2026-08-01,7968824,18,12
USG-001134,ACC-00189,2026-09-01,8845394,22,11
USG-001135,ACC-00190,2026-04-01,4320000,36,8
USG-001136,ACC-00190,2026-05-01,4838400,38,12
USG-001137,ACC-00190,2026-06-01,5031936,35,4
USG-001138,ACC-00190,2026-07-01,5484810,35,9
USG-001139,ACC-00190,2026-08-01,6088139,34,11
USG-001140,ACC-00190,2026-09-01,6514308,35,7
USG-001141,ACC-00191,2026-04-01,4400000,25,10
USG-001142,ACC-00191,2026-05-01,4708000,23,7
USG-001143,ACC-00191,2026-06-01,5037560,23,7
USG-001144,ACC-00191,2026-07-01,5541316,21,10
USG-001145,ACC-00191,2026-08-01,5762968,27,4
USG-001146,ACC-00191,2026-09-01,6224005,28,8
USG-001147,ACC-00192,2026-04-01,50500,114,1
USG-001148,ACC-00192,2026-05-01,50500,117,0
USG-001149,ACC-00192,2026-06-01,52520,118,4
USG-001150,ACC-00192,2026-07-01,54095,116,3
USG-001151,ACC-00192,2026-08-01,55176,120,2
USG-001152,ACC-00192,2026-09-01,55727,124,1
USG-001153,ACC-00193,2026-04-01,4640000,106,16
USG-001154,ACC-00193,2026-05-01,5428800,103,17
USG-001155,ACC-00193,2026-06-01,6351696,103,17
USG-001156,ACC-00193,2026-07-01,7304450,109,15
USG-001157,ACC-00193,2026-08-01,8400117,108,15
USG-001158,ACC-00193,2026-09-01,9324129,109,11
USG-001159,ACC-00194,2026-04-01,4360000,22,9
USG-001160,ACC-00194,2026-05-01,4578000,27,5
USG-001161,ACC-00194,2026-06-01,5127360,31,12
USG-001162,ACC-00194,2026-07-01,5332454,29,4
USG-001163,ACC-00194,2026-08-01,5919023,35,11
USG-001164,ACC-00194,2026-09-01,6333354,34,7
USG-001165,ACC-00195,2026-04-01,929999,50,-7
USG-001166,ACC-00195,2026-05-01,920699,50,-1
USG-001167,ACC-00195,2026-06-01,902285,51,-2
USG-001168,ACC-00195,2026-07-01,857170,52,-5
USG-001169,ACC-00195,2026-08-01,788596,56,-8
USG-001170,ACC-00195,2026-09-01,733394,56,-7
USG-001171,ACC-00196,2026-04-01,1090000,91,9
USG-001172,ACC-00196,2026-05-01,1220800,94,12
USG-001173,ACC-00196,2026-06-01,1318464,98,8
USG-001174,ACC-00196,2026-07-01,1371202,97,4
USG-001175,ACC-00196,2026-08-01,1494610,98,9
USG-001176,ACC-00196,2026-09-01,1673963,100,12
USG-001177,ACC-00197,2026-04-01,286000,102,43
USG-001178,ACC-00197,2026-05-01,426140,108,49
USG-001179,ACC-00197,2026-06-01,600857,109,41
USG-001180,ACC-00197,2026-07-01,889268,108,48
USG-001181,ACC-00197,2026-08-01,1280545,113,44
USG-001182,ACC-00197,2026-09-01,1882401,114,47
USG-001183,ACC-00198,2026-04-01,48000,6,-4
USG-001184,ACC-00198,2026-05-01,47520,8,-1
USG-001185,ACC-00198,2026-06-01,45619,12,-4
USG-001186,ACC-00198,2026-07-01,43338,11,-5
USG-001187,ACC-00198,2026-08-01,39870,14,-8
USG-001188,ACC-00198,2026-09-01,37876,14,-5
USG-001189,ACC-00199,2026-04-01,1410000,13,41
USG-001190,ACC-00199,2026-05-01,2030400,17,44
USG-001191,ACC-00199,2026-06-01,3025296,15,49
USG-001192,ACC-00199,2026-07-01,4386679,18,45
USG-001193,ACC-00199,2026-08-01,6185217,19,41
USG-001194,ACC-00199,2026-09-01,9154121,22,48
USG-001195,ACC-00200,2026-04-01,51500,83,3
USG-001196,ACC-00200,2026-05-01,53560,84,4
USG-001197,ACC-00200,2026-06-01,53560,84,0
USG-001198,ACC-00200,2026-07-01,55166,81,3
USG-001199,ACC-00200,2026-08-01,56269,84,2
USG-001200,ACC-00200,2026-09-01,54580,89,-3
